file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
SRR5098500.1.fastq.gz	FASTQ	DNA	101638	25175138	244	247.7	252	245.0	250.0	250.0	0	250	3	80.22	70.09	10.15	42.22	11
SRR5098501.1.fastq.gz	FASTQ	DNA	87781	21517929	244	245.1	250	245.0	245.0	245.0	0	245	4	85.39	76.87	12.10	45.01	1022
SRR5098502.1.fastq.gz	FASTQ	DNA	3557	871471	245	245.0	246	245.0	245.0	245.0	0	245	2	85.91	77.62	12.32	43.14	2
SRR5098503.1.fastq.gz	FASTQ	DNA	83424	20440950	244	245.0	250	245.0	245.0	245.0	0	245	4	82.94	72.25	11.24	63.99	834
SRR5098504.1.fastq.gz	FASTQ	DNA	3938	964814	245	245.0	249	245.0	245.0	245.0	0	245	2	88.94	80.54	13.72	50.02	17
SRR5098506.1.fastq.gz	FASTQ	DNA	35805	8779431	245	245.2	250	245.0	245.0	245.0	0	245	5	78.96	69.71	9.87	51.68	9
SRR5098507.1.fastq.gz	FASTQ	DNA	36060	8834724	244	245.0	247	245.0	245.0	245.0	0	245	3	81.13	71.58	10.36	49.78	6
SRR5098508.1.fastq.gz	FASTQ	DNA	4101	1004749	245	245.0	246	245.0	245.0	245.0	0	245	2	76.87	67.43	9.44	56.03	0
SRR5098510.1.fastq.gz	FASTQ	DNA	14281	3498852	245	245.0	247	245.0	245.0	245.0	0	245	3	78.47	69.07	9.73	56.71	2
SRR5098511.1.fastq.gz	FASTQ	DNA	6926	1350649	195	195.0	220	195.0	195.0	195.0	0	195	4	96.57	93.90	18.80	44.02	0
SRR5098515.1.fastq.gz	FASTQ	DNA	17619	3437442	195	195.1	200	195.0	195.0	195.0	0	195	4	96.43	93.42	18.60	48.45	0
SRR5098516.1.fastq.gz	FASTQ	DNA	12469	3054910	245	245.0	246	245.0	245.0	245.0	0	245	2	79.99	71.08	10.19	46.07	4
SRR5098517.1.fastq.gz	FASTQ	DNA	41938	10274824	242	245.0	246	245.0	245.0	245.0	0	245	2	79.29	70.62	9.97	45.15	13
SRR5098518.1.fastq.gz	FASTQ	DNA	11427	2799622	245	245.0	249	245.0	245.0	245.0	0	245	3	78.94	69.08	9.85	51.44	1
SRR5098519.1.fastq.gz	FASTQ	DNA	2539	622056	245	245.0	246	245.0	245.0	245.0	0	245	2	85.57	76.73	12.15	51.71	0
