"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"SRR5098518",2,2,0,NA,NA,0.630508014224493,0.438680073262281,1.78151523287585,0.196160013576575
"SRR5098519",2,2,0,NA,NA,0.691385615885693,0.498239469938985,1.99298258848379,0.218599916307562
"SRR5098520",6,6,0,NA,NA,1.04602003323763,0.496683755736865,1.98682242307522,0.544589582176965
"SRR5098521",6,6,0,NA,NA,1.1985013398958,0.582095545063645,2.39289145685775,0.554206121312449
"SRR5098522",4,4,0,NA,NA,1.2109819827282,0.651180844360429,2.8668150353339,0.48977309568034
"SRR5098523",7,7,0,NA,NA,1.01415193032956,0.434930311869624,1.76969322723479,0.676525183185566
"SRR5098524",10,10,0,NA,NA,1.99601593453927,0.83265231614057,5.97558315082501,1.13242853817054
"SRR5098526",17,17,0,NA,NA,2.27424098351377,0.839035456470771,6.21254829215487,1.71213102086809
"SRR5098527",5,5,0,NA,NA,1.05605820773376,0.533025532096993,2.14144470144288,0.482715558088099
"SRR5098529",3,3,0,NA,NA,0.976745906460756,0.589865085040694,2.43822206675386,0.290998324974286
"SRR5098531",2,2,0,NA,NA,0.400531356551563,0.237291887062727,1.31111755996523,0.199458871931912
"SRR5098533",2,2,0,NA,NA,0.657745937560921,0.465018520891332,1.86922358819991,0.234868821455127
"SRR5098534",83,83,0,NA,NA,3.23031818253075,0.909728482683752,11.0776912777117,9.70711898433102
"SRR5098535",4,4,0,NA,NA,0.536549341596822,0.242668674067484,1.32042603515533,0.380366638594004
"SRR5098536",6,6,0,NA,NA,1.07646334222254,0.496247541702237,1.98510197524219,0.620227499808849
"SRR5098537",7,7,0,NA,NA,1.6677258016784,0.777121200473598,4.48674347728412,0.774289568645361
"SRR5098538",1,1,0,NA,NA,0,0,1,0.0994596074149523
"SRR5098539",6,6,0,NA,NA,0.713552026065433,0.401120014549971,1.66978363661385,0.511000089237058
"SRR5098540",4,4,0,NA,NA,1.23034746239751,0.685012444505157,3.17472859659172,0.386403830230937
"SRR5098541",10,10,0,NA,NA,1.61907163998314,0.722104914430868,3.59848033279174,0.946759290131093
"SRR5098542",4,4,0,NA,NA,1.23306320924494,0.677181189936292,3.09771292386169,0.424096059942189
"SRR5098543",9,9,0,NA,NA,1.87150864073367,0.805324170032596,5.13674450581482,0.940717011797253
"SRR5098544",5,5,0,NA,NA,1.25486744550811,0.678877751694769,3.11407884466942,0.488319730980316
"SRR5098545",2,2,0,NA,NA,0.318121083243828,0.174950999880305,1.21204922356724,0.211210446143598
"SRR5098546",3,3,0,NA,NA,0.864757346351315,0.539328628522654,2.17074483442081,0.305087394700213
"SRR5098547",1,1,0,NA,NA,0,0,1,0.122540443137711
"SRR5098548",15,15,0,NA,NA,2.21375801905418,0.84116121871829,6.29569171918062,1.48740935746726
"SRR5098551",3,3,0,NA,NA,0.751627513513528,0.468965883916955,1.88311818339675,0.307486236724183
"SRR5098554",8,8,0,NA,NA,0.783325706195668,0.316201186234883,1.46241844804296,0.87779312178232
"SRR5098555",4,4,0,NA,NA,0.668699596295003,0.32072896501264,1.47216640853619,0.381555285465123
"SRR5098556",1,1,0,NA,NA,0,0,1,0.107904028734002
"SRR5098557",10,10,0,NA,NA,1.49392977159053,0.635772700956772,2.74553830156843,1.04283915376955
"SRR5098558",4,4,0,NA,NA,0.903915620262727,0.471726087173561,1.89295737631577,0.392497443895225
"SRR5098559",12,12,0,NA,NA,1.45381026525412,0.657037254595851,2.91576858828091,1.13112918902422
"SRR5098560",1,1,0,NA,NA,0,0,1,0.0740930049159177
"SRR5098561",11,11,0,NA,NA,2.18682391914319,0.865220206444247,7.41950980646323,1.17596038733924
"SRR5098564",12,12,0,NA,NA,1.6384626400721,0.742099807601949,3.87746899566701,1.08843846098638
"SRR5098565",12,12,0,NA,NA,1.21422644399614,0.482964739477956,1.93410406669424,1.14233494683315
"SRR5098566",8,8,0,NA,NA,1.49717760627952,0.7028639108601,3.36546127027058,0.800432140589166
"SRR5098568",12,12,0,NA,NA,1.63908077146904,0.699038635520561,3.32268562687327,1.16438473946081
"SRR5098569",6,6,0,NA,NA,1.0643746742491,0.498490709819694,1.99398100808955,0.579513674367081
"SRR5098571",7,7,0,NA,NA,1.62484780054561,0.774938473420921,4.44322943685639,0.635428575234076
"SRR5098572",3,3,0,NA,NA,0.931814555463275,0.561433368478905,2.28015523326904,0.335927068982927
"SRR5098573",9,9,0,NA,NA,1.69325218311784,0.717561601963799,3.54059507118373,0.904091270728011
"SRR5098574",3,3,0,NA,NA,0.214781622049937,0.0902640636180732,1.09922007036136,0.26080051883484
"SRR5098575",4,4,0,NA,NA,0.0958598353918453,0.0310527907025908,1.03204796959486,0.351137545605658
